Time (s),Speed (m/s),PWM,Inverter Temp (C),Fan CFM,Passive CFM,Total CFM
63.63636363636363,29.154347049706253,60.11852855490396,49.71811568323542,52.810001554111714,6177.462118537569,6230.27212009168
66.66666666666667,29.544232590366242,44.28028530506726,49.84807753012208,38.897191797392416,6260.074263954041,6298.9714557514335
69.6969696969697,29.81515393383762,28.26374097475783,49.93838464461254,24.827756777826487,6317.479299763774,6342.307056541601
72.72727272727272,29.966020175490247,12.133388535054257,49.98867339183008,10.65834914451825,6349.446076148313,6360.104425292831
75.75757575757575,29.996223830216255,4.045820777876047,49.998741276738755,3.5539758989969985,6355.8458741816285,6359.399850080626
78.78787878787878,29.90564327855827,20.20873899848108,49.968547759519424,17.751990335920635,6336.65292413581,6354.404914471731
81.81818181818181,29.694643256427977,36.29028375968773,49.898214418809324,31.87852377321589,6291.944509246664,6323.82303301988
84.84848484848484,29.364073386443366,52.22570035662365,49.78802446214779,45.87669364660273,6221.90065452139,6267.777348167992
87.87878787878788,28.91526475679827,67.95082249095894,49.638421585599424,59.69013426656786,6126.803401841424,6186.4935361079915
90.9090909090909,28.35002456144006,83.40233064594254,49.450008187146686,73.26322378310246,6007.035674279324,6080.298898062426
93.93939393939394,27.67062882313744,98.51800705174782,49.223542941045814,86.54130815526082,5863.079734202712,5949.621042357972
96.96969696969697,26.879813228740076,113.2369862144724,48.95993774291336,99.47092122369341,5695.515241373923,5794.986162597616
100.0,25.980762113533153,127.50000000000003,48.66025403784438,112.00000000000003,5505.016918864736,5617.016918864736
103.03030303030303,24.977095639043142,141.24961628585808,48.325698546347716,124.07809430600867,5292.351836184702,5416.429930490711
106.06060606060606,23.872855215924965,154.430470220105,47.957618405308324,135.65656991883733,5058.376320562953,5194.032890481791
109.0909090909091,22.672487230627752,166.98948715604766,47.55749574354258,146.68880440374383,4804.032508820699,4950.721313224443
112.12121212121212,21.380825141365886,178.87609636511195,47.126941713788625,157.130374846216,4530.344553718763,4687.474928564979
115.15151515151516,20.00307001548875,190.04243466731745,46.66769000516292,166.93923672736904,4238.414500055884,4405.353736783253
118.18181818181819,18.544769586618152,200.44353915941085,46.18158986220605,176.07589322238442,3929.4178471232644,4105.493740345649
121.21212121212122,17.011795915883123,210.03752826460735,45.67059863862771,184.5035542402825,3604.598815383826,3789.1023696241086
124.24242424242424,15.410321747202186,218.78577037491914,45.13677391573406,192.18828456463487,3265.2653364355265,3457.4536210001615
127.27272727272727,13.746795651822314,226.65303940700545,44.582265217274106,199.09914049870284,2912.7837864324574,3111.8829269311605
130.3030303030303,12.027916062198408,233.6076566451777,44.009305354066136,205.20829446478356,2548.5734841703093,2753.781778635093
133.33333333333334,10.260604299770067,239.62161830040662,43.420201433256686,210.49114705604347,2174.1009759905405,2384.5921230465838
136.36363636363637,8.45197670524289,244.6707082716969,42.8173255684143,214.92642608964746,1790.8741305158467,2005.8005566054942
139.3939393939394,6.609315983596225,248.73459565577883,42.20310532786541,218.49627226233122,1400.4360669954337,1618.9323392577649
142.42424242424244,4.740041879200497,251.79691661248054,41.5800139597335,221.18631106351233,1004.3589417084108,1225.545252771923
145.45454545454544,2.851681299125473,253.84534025613655,40.95056043304182,222.9857106563709,604.2376174453582,827.2233281017291
148.48484848484847,0.9518380049420296,254.87161830771225,40.317279334980675,223.8872254938335,201.6832415587578,425.5704670525913
151.5151515151515,0.9518380049420355,254.87161830771225,39.682720665019325,223.8872254938335,201.68324155875902,425.57046705259256
154.54545454545453,2.8516812991254787,253.84534025613655,39.04943956695817,222.9857106563709,604.2376174453593,827.2233281017302
157.57575757575756,4.740041879200503,251.79691661248052,38.4199860402665,221.1863110635123,1004.3589417084122,1225.5452527719244
160.6060606060606,6.609315983596218,248.73459565577883,37.79689467213459,218.49627226233122,1400.4360669954326,1618.932339257764
163.63636363636363,8.451976705242897,244.67070827169687,37.1826744315857,214.92642608964744,1790.8741305158483,2005.8005566054958
166.66666666666666,10.260604299770062,239.62161830040665,36.579798566743314,210.49114705604347,2174.100975990539,2384.592123046583
169.6969696969697,12.027916062198415,233.6076566451777,35.990694645933864,205.20829446478356,2548.5734841703106,2753.7817786350943
172.72727272727272,13.746795651822309,226.65303940700545,35.417734782725894,199.09914049870284,2912.783786432456,3111.882926931159
175.75757575757575,15.410321747202193,218.7857703749191,34.86322608426593,192.18828456463484,3265.2653364355283,3457.4536210001634
178.78787878787878,17.011795915883116,210.0375282646074,34.32940136137229,184.50355424028257,3604.5988153838252,3789.1023696241077
181.8181818181818,18.544769586618155,200.44353915941085,33.81841013779395,176.07589322238442,3929.4178471232653,4105.49374034565
184.84848484848484,20.003070015488746,190.0424346673175,33.33230999483708,166.9392367273691,4238.414500055883,4405.353736783252
187.87878787878788,21.38082514136589,178.87609636511192,32.87305828621137,157.13037484621597,4530.3445537187645,4687.4749285649805
190.9090909090909,22.67248723062775,166.98948715604772,32.44250425645742,146.6888044037439,4804.032508820698,4950.721313224442
193.93939393939394,23.872855215924965,154.43047022010498,32.042381594691676,135.6565699188373,5058.376320562953,5194.032890481791
196.96969696969697,24.97709563904314,141.24961628585814,31.674301453652287,124.07809430600872,5292.3518361847,5416.429930490709
200.0,25.98076211353316,127.4999999999999,31.33974596215561,111.99999999999991,5505.016918864737,5617.016918864737
203.03030303030303,26.879813228740076,113.23698621447234,31.04006225708664,99.47092122369335,5695.515241373923,5794.986162597616
206.06060606060606,27.670628823137438,98.51800705174782,30.776457058954186,86.54130815526082,5863.079734202711,5949.621042357971
209.0909090909091,28.350024561440055,83.4023306459426,30.549991812853314,73.26322378310252,6007.035674279323,6080.298898062425
212.12121212121212,28.91526475679827,67.95082249095883,30.361578414400576,59.69013426656776,6126.803401841424,6186.4935361079915
215.15151515151516,29.364073386443366,52.2257003566236,30.21197553785221,45.87669364660269,6221.90065452139,6267.777348167992
218.1818181818182,29.694643256427977,36.29028375968774,30.101785581190676,31.878523773215896,6291.944509246664,6323.82303301988
221.21212121212122,29.90564327855827,20.20873899848114,30.031452240480576,17.751990335920688,6336.65292413581,6354.404914471731
224.24242424242425,29.996223830216252,4.0458207778759405,30.00125872326125,3.5539758989969044,6355.8458741816285,6359.399850080626
227.27272727272728,29.966020175490247,12.133388535054307,30.011326608169917,10.658349144518294,6349.446076148313,6360.104425292831
230.3030303030303,29.81515393383762,28.26374097475777,30.06161535538746,24.827756777826433,6317.479299763774,6342.307056541601
233.33333333333334,29.544232590366242,44.280285305067146,30.151922469877917,38.89719179739231,6260.074263954041,6298.9714557514335
236.36363636363637,29.154347049706253,60.11852855490401,30.281884316764582,52.810001554111764,6177.462118537569,6230.272120091681
239.3939393939394,28.64706724332222,75.71469570871012,30.450977585559258,66.51016407353359,6069.975513466507,6136.485677540041
242.42424242424244,28.024435807953203,91.00598650592728,30.658521397348935,79.94251363657926,5938.047259362751,6017.98977299933
245.45454545454544,27.28895986063554,105.93082831548115,30.90368004645482,93.05296291242266,5782.208584742316,5875.261547654739
248.48484848484847,26.443600903427456,120.42912406703414,31.18546636552418,105.78872074908097,5603.086996945618,5708.875717694699
251.5151515151515,25.491762898485433,134.4424942406781,31.502745700504857,118.0985047447525,5401.403755386861,5519.502260131613
254.54545454545453,24.437278561510077,147.91451194065544,31.85424047949664,129.9327477439483,5177.97096729696,5307.9037150409085
257.57575757575756,23.284393928752703,160.7909301065533,32.238535357082434,141.2437974269331,4933.68831765434,5074.932115081273
260.6060606060606,22.037751259725997,173.01989994706872,32.654082913424666,151.98610818879763,4669.539446471074,4821.525554659872
263.6363636363636,20.70237034446336,184.5521797167929,33.09920988517888,162.1164245355357,4386.587988021722,4548.7044125572575
266.6666666666667,19.283628290596184,195.34133299533937,33.5721239031346,171.59395525865105,4085.9732879635026,4257.567243222154
269.6969696969697,17.787237871639203,205.34391567042002,34.0709207094536,180.38053768695718,3768.905815593462,3949.2863532804195
272.72727272727275,16.219224523667922,214.5196508719512,34.59359182544402,188.4407913541846,3436.662289715854,3625.1030810700386
275.75757575757575,14.585902083014062,222.8315911527951,35.13803263899531,195.74226046363177,3090.580537746101,3286.322798209733
278.7878787878788,12.893847362675158,230.24626726308836,35.702050879108285,202.25554457620308,2732.054108751987,2934.30965332819
281.8181818181818,11.14987366980982,236.73382291909854,36.28337544339673,207.95441699560027,2362.526662123397,2570.481079118997
284.8484848484849,9.361003370954611,242.26813502394108,36.87966554301513,212.81593037397178,1983.486154465505,2196.3020848394767
287.8787878787879,7.534439615432381,246.8269188560709,37.48852012818921,216.82050911278384,1596.4588481226597,1813.2793572354435
290.9090909090909,5.677537330812293,250.39181780199024,38.1074875563959,219.95202818684632,1203.0031654586214,1422.9551936454677
293.93939393939394,3.797773607212472,252.9484772718528,38.73407546426251,222.19787807409813,804.7034136397579,1026.901291713856
296.96969696969694,1.9027175896969357,254.4866025003305,39.365760803434355,223.5490155297021,403.1634051892223,626.7124207189245
300.0,7.34788079488412e-15,255.0,40.0,224.0,1.5569292354425656e-12,224.00000000000156
